STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,CNTY,ZIP,ZIP4,PHONE,C_OUT_TY,C_MSA,L_NUM_BM,WEB_ADDR,PUB_FIPS,CNTYFIPS,YR_SUB
MA,MA0202,2,NEWBURY,NEWBURY TOWN LIBRARY,12 KENT WAY,BYFIELD,ESSEX,1922,1221,9784650539,CE,NC,0,M,25,9,2001
MA,MA0203,2,NEWBURYPORT,NEWBURYPORT PUBLIC LIBRARY,94 STATE ST.,NEWBURYPORT,ESSEX,1950,6619,9784654428,CE,NC,0,M,25,9,2001
MA,MA0203,3,NEWBURYPORT-BR1,ANDREWS BRANCH LIBRARY,77 PURCHASE STREET,NEWBURYPORT,ESSEX,1950,3143,9784654430,BR,NC,0,M,25,9,2001
MA,MA0204,2,NEWTON,NEWTON FREE LIBRARY,330 HOMER STREET,NEWTON CENTRE,MIDDLESEX,2459,1429,6175527145,CE,NC,0,M,25,17,2001
MA,MA0204,4,NEWTON-BR4,AUBURNDALE BRANCH LIBRARY,375 AUBURN STREET,AUBURNDALE,MIDDLESEX,2466,1802,6175527158,BR,NC,0,M,25,17,2001
MA,MA0204,5,NEWTON-BR3,NONANTUM BRANCH LIBRARY,144 BRIDGE STREET,NEWTON,MIDDLESEX,2458,1129,6175527163,BR,NC,0,M,25,17,2001
MA,MA0204,12,NEWTON-BR1,WABAN BRANCH LIBRARY,1606 BEACON STREET,WABAN,MIDDLESEX,2468,1508,6175527166,BR,NC,0,M,25,17,2001
MA,MA0204,16,NEWTON-BR2,NEWTON CORNER BRANCH LIBRARY,126 VERNON STREET,NEWTON CORNER,MIDDLESEX,2458,2048,6175527157,BR,NC,0,M,25,17,2001
MA,MA0205,2,NORFOLK,NORFOLK PUBLIC LIBRARY,139 MAIN ST.,NORFOLK,NORFOLK,2056,1432,5085283380,CE,NC,0,M,25,21,2001
MA,MA0206,2,NORTH ADAMS,NORTH ADAMS PUBLIC LIBRARY,74 CHURCH ST.,NORTH ADAMS,BERKSHIRE,1247,4194,4136623133,CE,NO,0,M,25,3,2001
MA,MA0207,2,NORTH ANDOVER,STEVENS MEMORIAL LIBRARY,345 MAIN STREET,NORTH ANDOVER,ESSEX,1845,2636,9786889505,CE,NC,0,M,25,9,2001
MA,MA0208,2,NORTH ATTLEBOROUGH,RICHARDS MEMORIAL LIBRARY,118 NORTH WASHINGTON STREET,NORTH ATTLEBOROUG,BRISTOL,2760,1633,5086990122,CE,NC,0,M,25,5,2001
MA,MA0209,2,NORTH BROOKFIELD,HASTON FREE PUBLIC LIBRARY,161 MAIN STREET,NORTH BROOKFIELD,WORCESTER,1535,1473,5088670208,CE,NC,0,M,25,27,2001
MA,MA0210,3,NORTH READING,FLINT MEMORIAL LIBRARY,147 PARK ST.,NORTH READING,MIDDLESEX,1864,2542,9786644942,CE,NC,0,M,25,17,2001
MA,MA0211,2,NORTHAMPTON-FORBES,FORBES LIBRARY,20 WEST ST.,NORTHAMPTON,HAMPSHIRE,1060,3798,4135871011,CE,NC,0,M,25,15,2001
MA,MA0212,2,NORTHBOROUGH,NORTHBOROUGH FREE LIBRARY,34 MAIN ST.,NORTHBOROUGH,WORCESTER,1532,1942,5083935025,CE,NC,0,M,25,27,2001
MA,MA0213,2,NORTHBRIDGE,WHITINSVILLE SOCIAL LIBRARY,17 CHURCH ST.,WHITINSVILLE,WORCESTER,1588,1413,5082342151,CE,NC,0,M,25,27,2001
MA,MA0214,2,NORTHFIELD-DICKINSON,DICKINSON MEMORIAL LIBRARY,115 MAIN STREET,NORTHFIELD,FRANKLIN,1360,1097,4134982455,CE,NO,0,M,25,11,2001
MA,MA0215,2,NORTON,NORTON PUBLIC LIBRARY,68 E. MAIN STREET,NORTON,BRISTOL,2766,2310,5082850265,CE,NC,0,M,25,5,2001
MA,MA0216,2,NORWELL,NORWELL PUBLIC LIBRARY,64 SOUTH ST.,NORWELL,PLYMOUTH,2061,2433,7816592015,CE,NC,0,M,25,23,2001
MA,MA0217,2,NORWOOD,MORRILL MEMORIAL LIBRARY,33 WALPOLE ST.,NORWOOD,NORFOLK,2062,220,7817690200,CE,NC,0,M,25,21,2001
MA,MA0218,2,OAK BLUFFS,OAK BLUFFS PUBLIC LIBRARY,80 PENNACOOK AVE.,OAK BLUFFS,DUKES,2557,2039,5086939433,CE,NO,0,M,25,7,2001
MA,MA0219,2,OAKHAM,FOBES MEMORIAL LIBRARY,4 MAPLE ST.,OAKHAM,WORCESTER,1068,9790,5088823372,CE,NO,0,M,25,27,2001
MA,MA0220,2,ORANGE,WHEELER MEMORIAL LIBRARY,49 EAST MAIN STREET,ORANGE,FRANKLIN,1364,1267,9785442495,CE,NO,0,M,25,11,2001
MA,MA0220,3,ORANGE-BR1,MOORE-LELAND BRANCH LIBRARY,172 ATHOL ROAD,NORTH ORANGE,FRANKLIN,1364,9636,9785750444,BR,NO,0,M,25,11,2001
MA,MA0221,2,ORLEANS,SNOW LIBRARY,67 MAIN ST.,ORLEANS,BARNSTABLE,2653,2413,5082403760,CE,NO,0,M,25,1,2001
MA,MA0222,2,OTIS,OTIS FREE PUBLIC LIBRARY,MAIN ST.,OTIS,BERKSHIRE,1253,126,4132690109,CE,NO,0,M,25,3,2001
MA,MA0223,2,OXFORD,OXFORD FREE PUBLIC LIBRARY,339 MAIN ST.,OXFORD,WORCESTER,1540,1729,5089876003,CE,NC,0,M,25,27,2001
MA,MA0224,2,PALMER,PALMER PUBLIC LIBRARY,1455 NORTH MAIN ST.,PALMER,HAMPDEN,1069,1201,4132833330,CE,NC,0,M,25,13,2001
MA,MA0224,4,PALMER-BKMOBILE,PALMER PUBLIC LIBRARY BOOKMOBILE,1455 NORTH MAIN ST.,PALMER,HAMPDEN,1069,1201,4132833330,BS,NC,1,M,25,13,2001
MA,MA0225,2,PAXTON,RICHARDS MEMORIAL LIBRARY,44 RICHARDS AVE.,PAXTON,WORCESTER,1612,1125,5087540793,CE,NC,0,M,25,27,2001
MA,MA0226,2,PEABODY,PEABODY INSTITUTE LIBRARY,82 MAIN ST.,PEABODY,ESSEX,1960,5592,9785310100,CE,NC,0,M,25,9,2001
MA,MA0226,3,PEABODY-BR1,SOUTH BRANCH LIBRARY,78 LYNN STREET,PEABODY,ESSEX,1960,5738,5085313380,BR,NC,0,M,25,9,2001
MA,MA0226,4,PEABODY-BR2,WEST BRANCH LIBRARY,603 LOWELL STREET,PEABODY,ESSEX,1960,2343,5085353354,BR,NC,0,M,25,9,2001
MA,MA0227,2,PELHAM,PELHAM FREE PUBLIC LIBRARY,2 SOUTH VALLEY ROAD,PELHAM,HAMPSHIRE,1002,9716,4132530657,CE,NO,0,M,25,15,2001
MA,MA0228,2,PEMBROKE,PEMBROKE PUBLIC LIBRARY,CENTER ST.,PEMBROKE,PLYMOUTH,2359,517,7812936771,CE,NC,0,M,25,23,2001
MA,MA0229,2,PEPPERELL,LAWRENCE LIBRARY,15 MAIN ST.,PEPPERELL,MIDDLESEX,1463,1616,9784330330,CE,NC,0,M,25,17,2001
MA,MA0230,2,PERU,PERU LIBRARY,MAIN ROAD,PERU,BERKSHIRE,1235,9279,4136558650,CE,NO,0,M,25,3,2001
MA,MA0231,2,PETERSHAM,PETERSHAM MEMORIAL LIBRARY,23 COMMON ST.,PETERSHAM,WORCESTER,1366,9756,9787243405,CE,NO,0,M,25,27,2001
MA,MA0232,2,PHILLIPSTON,PHILLIPS FREE PUBLIC LIBRARY,25 TEMPLETON ROAD,PHILLIPSTON,WORCESTER,1331,9704,9782491734,CE,NO,0,M,25,27,2001
MA,MA0233,2,PITTSFIELD,BERKSHIRE ATHENAEUM,1 WENDELL AVE.,PITTSFIELD,BERKSHIRE,1201,6385,4134999480,CE,CC,0,M,25,3,2001
MA,MA0234,2,PLAINFIELD,SHAW MEMORIAL LIBRARY,312 MAIN STREET,PLAINFIELD,HAMPSHIRE,1070,9709,4136345406,CE,NO,0,M,25,15,2001
MA,MA0235,2,PLAINVILLE,PLAINVILLE PUBLIC LIBRARY,198 SOUTH ST.,PLAINVILLE,NORFOLK,2762,1512,5086951784,CE,NC,0,M,25,21,2001
MA,MA0236,2,PLYMOUTH,PLYMOUTH PUBLIC LIBRARY,132 SOUTH STREET,PLYMOUTH,PLYMOUTH,2360,2947,5088304250,CE,NC,0,M,25,23,2001
MA,MA0236,3,PLYMOUTH-BR1,MANOMET BRANCH LIBRARY,24 MANOMET POINT ROAD,MANOMET,PLYMOUTH,2335,1035,5088304185,BR,NC,0,M,25,23,2001
MA,MA0237,2,PLYMPTON,PLYMPTON PUBLIC LIBRARY,248 MAIN ST.,PLYMPTON,PLYMOUTH,2367,1114,7815854551,CE,NC,0,M,25,23,2001
MA,MA0238,2,PRINCETON,PRINCETON PUBLIC LIBRARY,2 TOWN HALL DRIVE,PRINCETON,WORCESTER,1541,1129,9784642115,CE,NC,0,M,25,27,2001
MA,MA0239,2,PROVINCETOWN,PROVINCETOWN PUBLIC LIBRARY,330 COMMERCIAL ST.,PROVINCETOWN,BARNSTABLE,2657,2209,5084877094,CE,NO,0,M,25,1,2001
MA,MA0240,2,QUINCY,THOMAS CRANE PUBLIC LIBRARY,40 WASHINGTON STREET,QUINCY,NORFOLK,2269,9164,6173761300,CE,NC,0,M,25,21,2001
MA,MA0240,3,QUINCY-BR1,NORTH QUINCY BRANCH LIBRARY,381 HANCOCK STREET,NO. QUINCY,NORFOLK,2171,2480,6173761320,BR,NC,0,M,25,21,2001
MA,MA0240,4,QUINCY-BR2,ADAMS SHORE BRANCH LIBRARY,519 SEA STREET,QUINCY,NORFOLK,2169,2709,6173761325,BR,NC,0,M,25,21,2001
MA,MA0240,5,QUINCY-BR3,WOLLASTON BRANCH LIBRARY,41 BEALE STREET,QUINCY,NORFOLK,2170,2618,6173761330,BR,NC,0,M,25,21,2001
MA,MA0240,7,QUINCY-BKM1,THOMAS CRANE BOOKMOBILE,381 HANCOCK STREET,QUINCY,NORFOLK,2171,2480,6173761300,BS,NC,1,M,25,21,2001
MA,MA0241,2,RANDOLPH,TURNER FREE LIBRARY,CRAWFORD SQUARE,RANDOLPH,NORFOLK,2368,4600,7819610932,CE,NC,0,M,25,21,2001
MA,MA0242,2,RAYNHAM,RAYNHAM PUBLIC LIBRARY,760 SOUTH MAIN ST.,RAYNHAM,BRISTOL,2767,1678,5088231344,CE,NC,0,M,25,5,2001
MA,MA0243,2,READING,READING PUBLIC LIBRARY,64 MIDDLESEX AVE.,READING,MIDDLESEX,1867,2550,7819440840,CE,NC,0,M,25,17,2001
MA,MA0244,2,REHOBOTH,BLANDING FREE PUBLIC LIBRARY,124 BAY STATE RD.,REHOBOTH,BRISTOL,2769,2314,5082524236,CE,NC,0,M,25,5,2001
MA,MA0245,2,REVERE,REVERE PUBLIC LIBRARY,179 BEACH ST.,REVERE,SUFFOLK,2151,5089,7812868380,CE,NC,0,M,25,25,2001
MA,MA0246,2,RICHMOND,RICHMOND FREE PUBLIC LIBRARY,2821 STATE ROAD,RICHMOND,BERKSHIRE,1254,9483,4136983834,CE,NC,0,M,25,3,2001
MA,MA0247,2,ROCHESTER,JOSEPH H. PLUMB MEMORIAL LIBRARY,17 CONSTITUTION WAY,ROCHESTER,PLYMOUTH,2770,2029,5087638600,CE,NC,0,M,25,23,2001
MA,MA0248,2,ROCKLAND,ROCKLAND MEMORIAL LIBRARY,20 BELMONT ST.,ROCKLAND,PLYMOUTH,2370,2232,7818781236,CE,NC,0,M,25,23,2001
MA,MA0249,2,ROCKPORT,ROCKPORT PUBLIC LIBRARY,17 SCHOOL STREET,ROCKPORT,ESSEX,1966,1699,9785466934,CE,NC,0,M,25,9,2001
MA,MA0250,2,ROWE,ROWE TOWN LIBRARY,ZOAR ROAD,ROWE,FRANKLIN,1367,M,4133394761,CE,NO,0,M,25,11,2001
MA,MA0251,2,ROWLEY,ROWLEY FREE PUBLIC LIBRARY,17 WETHERSFIELD ST.,ROWLEY,ESSEX,1969,1715,9789482850,CE,NC,0,M,25,9,2001
MA,MA0252,2,ROYALSTON,PHINEHAS S. NEWTON LIBRARY,THE COMMON,ROYALSTON,WORCESTER,1368,17,9782493572,CE,NO,0,M,25,27,2001
MA,MA0253,2,RUSSELL,RUSSELL PUBLIC LIBRARY,162 MAIN ST.,RUSSELL,HAMPDEN,1071,438,4138623102,CE,NC,0,M,25,13,2001
MA,MA0254,2,RUTLAND,RUTLAND FREE PUBLIC LIBRARY,246 MAIN STREET,RUTLAND,WORCESTER,1543,1300,5088864108,CE,NC,0,M,25,27,2001
MA,MA0255,2,SALEM,SALEM PUBLIC LIBRARY,370 ESSEX ST.,SALEM,ESSEX,1970,3298,9787440860,CE,CC,0,M,25,9,2001
MA,MA0256,2,SALISBURY,SALISBURY PUBLIC LIBRARY,17 ELM STREET,SALISBURY,ESSEX,1952,1935,9784655071,CE,NC,0,M,25,9,2001
MA,MA0257,2,SANDISFIELD,SANDISFIELD PUBLIC LIBRARY,RTE. 57,SANDISFIELD,BERKSHIRE,1255,M,4132584966,CE,NO,0,M,25,3,2001
MA,MA0258,2,SANDWICH,SANDWICH FREE PUBLIC LIBRARY,142 MAIN STREET,SANDWICH,BARNSTABLE,2563,2298,5088880625,CE,NO,0,M,25,1,2001
MA,MA0259,2,SAUGUS,SAUGUS PUBLIC LIBRARY,295 CENTRAL ST.,SAUGUS,ESSEX,1906,2157,7812314168,CE,NC,0,M,25,9,2001
MA,MA0260,2,SAVOY,SAVOY HOLLOW LIBRARY,720 MAIN ROAD,SAVOY,BERKSHIRE,1256,9387,4137434290,CE,NO,0,M,25,3,2001
MA,MA0261,2,SCITUATE,SCITUATE TOWN LIBRARY,85 BRANCH ST.,SCITUATE,PLYMOUTH,2066,3297,7815458727,CE,NC,0,M,25,23,2001
MA,MA0262,2,SEEKONK,SEEKONK PUBLIC LIBRARY,410 NEWMAN AVE.,SEEKONK,BRISTOL,2771,4605,5083368230,CE,NC,0,M,25,5,2001
MA,MA0263,2,SHARON,SHARON PUBLIC LIBRARY,11 NORTH MAIN ST.,SHARON,NORFOLK,2067,1299,7817841578,CE,NC,0,M,25,21,2001
MA,MA0264,2,SHEFFIELD,BUSHNELL-SAGE LIBRARY,48 MAIN ST.,SHEFFIELD,BERKSHIRE,1257,9701,4132297004,CE,NO,0,M,25,3,2001
MA,MA0265,2,SHELBURNE-ARMS,ARMS LIBRARY,CORNER BRIDGE & MAIN STS.,SHELBURNE FALLS,FRANKLIN,1370,1195,4136250306,CE,NO,0,M,25,11,2001
MA,MA0266,2,SHERBORN,SHERBORN LIBRARY,4 SANGER ST.,SHERBORN,MIDDLESEX,1770,1499,5086530770,CE,NC,0,M,25,17,2001
MA,MA0267,2,SHIRLEY,HAZEN MEMORIAL LIBRARY,3 KEADY WAY,SHIRLEY,MIDDLESEX,1464,1129,9784252620,CE,NC,0,M,25,17,2001
MA,MA0268,2,SHREWSBURY,SHREWSBURY FREE PUBLIC LIBRARY,609 MAIN ST.,SHREWSBURY,WORCESTER,1545,5699,5088420081,CE,NC,0,M,25,27,2001
MA,MA0269,2,SHUTESBURY,M. N. SPEAR MEMORIAL LIBRARY,COOLEYVILLE RD.,SHUTESBURY,FRANKLIN,1072,9766,4132591213,CE,NO,0,M,25,11,2001
MA,MA0270,2,SOMERSET,SOMERSET PUBLIC LIBRARY,1464 COUNTY ST.,SOMERSET,BRISTOL,2726,5234,5086462829,CE,NC,0,M,25,5,2001
MA,MA0271,2,SOMERVILLE,SOMERVILLE PUBLIC LIBRARY,79 HIGHLAND AVENUE,SOMERVILLE,MIDDLESEX,2143,1797,6176235000,CE,NC,0,M,25,17,2001
MA,MA0271,3,SOMERVILLE-BR1,EAST BRANCH LIBRARY,115 BROADWAY,SOMERVILLE,MIDDLESEX,2145,2226,6176235000,BR,NC,0,M,25,17,2001
MA,MA0271,4,SOMERVILLE-BR2,WEST BRANCH LIBRARY,40 COLLEGE AVENUE,SOMERVILLE,MIDDLESEX,2144,1915,6176235000,BR,NC,0,M,25,17,2001
MA,MA0271,6,SOMERVILLE-BS,SOMERVILLE PUBLIC LIBRARY BOOKMOBILE,FRANEY ROAD (CITY YARDS),SOMERVILLE,MIDDLESEX,2144,2133,6176235000,BS,NC,1,M,25,17,2001
MA,MA0272,2,SOUTH HADLEY,SOUTH HADLEY PUBLIC LIBRARY,BARDWELL ST.,SOUTH HADLEY,HAMPSHIRE,1075,2536,4135385045,CE,NC,0,M,25,15,2001
MA,MA0273,2,SOUTHAMPTON,EDWARDS LIBRARY,30 EAST STREET,SOUTHAMPTON,HAMPSHIRE,1073,9412,4135279480,CE,NC,0,M,25,15,2001
MA,MA0274,2,SOUTHBOROUGH,SOUTHBOROUGH LIBRARY,25 MAIN ST.,SOUTHBOROUGH,WORCESTER,1772,1529,5084855031,CE,NC,0,M,25,27,2001
MA,MA0275,2,SOUTHBRIDGE,JACOB EDWARDS MEMORIAL LIBRARY,236 MAIN ST.,SOUTHBRIDGE,WORCESTER,1550,2598,5087645426,CE,NO,0,M,25,27,2001
MA,MA0276,2,SOUTHWICK,SOUTHWICK PUBLIC LIBRARY,477 COLLEGE HIGHWAY,SOUTHWICK,HAMPDEN,1077,9773,4135691221,CE,NC,0,M,25,13,2001
MA,MA0277,2,SPENCER,RICHARD SUGDEN PUBLIC LIBRARY,8 PLEASANT STREET,SPENCER,WORCESTER,1562,2033,5088857513,CE,NC,0,M,25,27,2001
MA,MA0278,2,SPRINGFIELD,SPRINGFIELD CITY LIBRARY,220 STATE ST.,SPRINGFIELD,HAMPDEN,1103,1772,4132636800,CE,CC,0,M,25,13,2001
MA,MA0278,3,SPRINGFIELD-BR1,BRIGHTWOOD BRANCH LIBRARY,359 PLAINFIELD STREET,SPRINGFIELD,HAMPDEN,1107,1408,4132636805,BR,CC,0,M,25,13,2001
MA,MA0278,4,SPRINGFIELD-BR2,EAST SPRINGFIELD BRANCH LIBRARY,21 OSBORNE TERRACE,SPRINGFIELD,HAMPDEN,1104,2213,4132636840,BR,CC,0,M,25,13,2001
MA,MA0278,5,SPRINGFIELD-BR3,FOREST PARK BRANCH LIBRARY,380 BELMONT AVENUE,SPRINGFIELD,HAMPDEN,1108,1732,4132636843,BR,CC,0,M,25,13,2001
MA,MA0278,6,SPRINGFIELD-BR4,INDIAN ORCHARD BRANCH LIBRARY,44 OAK STREET,INDIAN ORCHARD,HAMPDEN,1151,1547,4132636846,BR,CC,0,M,25,13,2001
MA,MA0278,7,SPRINGFIELD-BR5,LIBERTY BRANCH LIBRARY,773 LIBERTY STREET,SPRINGFIELD,HAMPDEN,1104,2421,4132636849,BR,CC,0,M,25,13,2001
MA,MA0278,8,SPRINGFIELD-BR6,MASON SQUARE BRANCH LIBRARY,765 STATE STREET,SPRINGFIELD,HAMPDEN,1109,4199,4132636852,BR,CC,0,M,25,13,2001
MA,MA0278,9,SPRINGFIELD-BR7,PINE POINT BRANCH LIBRARY,204 BOSTON ROAD,SPRINGFIELD,HAMPDEN,1109,1706,4132636855,BR,CC,0,M,25,13,2001
MA,MA0278,10,SPRINGFIELD-BR8,SIXTEEN ACRES BRANCH LIBRARY,1187 PARKER STREET,SPRINGFIELD,HAMPDEN,1129,1046,4132636858,BR,CC,0,M,25,13,2001
MA,MA0278,14,SPRINGFIELD-BR10,EAST FOREST PARK,122/124 ISLAND POND ROAD,SPRINGFIELD,HAMPDEN,1119,M,4132636836,BR,CC,0,M,25,13,2001
MA,MA0279,2,STERLING,CONANT FREE PUBLIC LIBRARY,4 MEETINGHOUSE HILL RD.,STERLING,WORCESTER,1564,2130,9784226409,CE,NC,0,M,25,27,2001
MA,MA0280,2,STOCKBRIDGE,STOCKBRIDGE LIBRARY ASSOCIATION,46 MAIN ST.,STOCKBRIDGE,BERKSHIRE,1262,119,4132985501,CE,NC,0,M,25,3,2001
MA,MA0281,2,STONEHAM,STONEHAM PUBLIC LIBRARY,431 MAIN ST.,STONEHAM,MIDDLESEX,2180,2696,7814381324,CE,NC,0,M,25,17,2001
MA,MA0282,2,STOUGHTON,STOUGHTON PUBLIC LIBRARY,84 PARK ST.,STOUGHTON,NORFOLK,2072,2918,7813442711,CE,NC,0,M,25,21,2001
MA,MA0283,2,STOW,RANDALL LIBRARY,19 CRESCENT STREET,STOW,MIDDLESEX,1775,1150,9788978572,CE,NC,0,M,25,17,2001
MA,MA0284,2,STURBRIDGE,JOSHUA HYDE PUBLIC LIBRARY,306 MAIN STREET,STURBRIDGE,WORCESTER,1566,1242,5083472512,CE,NO,0,M,25,27,2001
MA,MA0285,2,SUDBURY,GOODNOW PUBLIC LIBRARY,21 CONCORD ROAD,SUDBURY,MIDDLESEX,1776,2328,9784431035,CE,NC,0,M,25,17,2001
MA,MA0286,2,SUNDERLAND,GRAVES MEMORIAL LIBRARY,111 NORTH MAIN STREET,SUNDERLAND,FRANKLIN,1375,9502,4136652642,CE,NO,0,M,25,11,2001
MA,MA0287,2,SUTTON,SUTTON FREE PUBLIC LIBRARY,4 UXBRIDGE ROAD,SUTTON,WORCESTER,1590,1702,5088658752,CE,NC,0,M,25,27,2001
MA,MA0287,3,SUTTON-BR1,MANCHAUG BRANCH LIBRARY,MAIN STREET,MANCHAUG,WORCESTER,1526,74,5084767036,BR,NC,0,M,25,27,2001
MA,MA0288,2,SWAMPSCOTT,SWAMPSCOTT PUBLIC LIBRARY,61 BURRILL ST.,SWAMPSCOTT,ESSEX,1907,1913,7815968867,CE,NC,0,M,25,9,2001
MA,MA0289,2,SWANSEA,SWANSEA FREE PUBLIC LIBRARY,69 MAIN ST.,SWANSEA,BRISTOL,2777,4698,5086749609,CE,NC,0,M,25,5,2001
MA,MA0289,3,SWANSEA-BR1,SOUTH SWANSEA BRANCH LIBRARY,34 MAPLEWOOD AVENUE,SWANSEA,BRISTOL,2777,1509,5086798006,BR,NC,0,M,25,5,2001
MA,MA0290,2,TAUNTON,TAUNTON PUBLIC LIBRARY,12 PLEASANT STREET,TAUNTON,BRISTOL,2780,3203,5088211411,CE,NO,0,M,25,5,2001
MA,MA0291,2,TEMPLETON,BOYNTON PUBLIC LIBRARY,27 BOYNTON ST.,TEMPLETON,WORCESTER,1468,1412,9789395582,CE,NO,0,M,25,27,2001
MA,MA0292,2,TEWKSBURY,TEWKSBURY PUBLIC LIBRARY,300 CHANDLER STREET,TEWKSBURY,MIDDLESEX,1876,2023,9786404490,CE,NC,0,M,25,17,2001
MA,MA0293,2,TISBURY,VINEYARD HAVEN PUBLIC LIBRARY,RFD 139A MAIN STREET,VINEYARD HAVEN,DUKES,2568,9710,5086964211,CE,NO,0,M,25,7,2001
MA,MA0294,2,TOLLAND,TOLLAND PUBLIC LIBRARY,22 CLUBHOUSE RD.,TOLLAND,HAMPDEN,1034,9551,4132584201,CE,NO,0,M,25,13,2001
MA,MA0295,2,TOPSFIELD,TOPSFIELD TOWN LIBRARY,1 SOUTH COMMON STREET,TOPSFIELD,ESSEX,1983,1496,9788871528,CE,NC,0,M,25,9,2001
MA,MA0296,2,TOWNSEND,TOWNSEND PUBLIC LIBRARY,276 MAIN ST.,TOWNSEND,MIDDLESEX,1469,1030,9785971714,CE,NC,0,M,25,17,2001
MA,MA0297,2,TRURO,TRURO PUBLIC LIBRARY,5 LIBRARY WAY,NORTH TRURO,BARNSTABLE,2652,357,5084871125,CE,NO,0,M,25,1,2001
MA,MA0298,2,TYNGSBOROUGH,TYNGSBOROUGH PUBLIC LIBRARY,25 BRYANT LANE,TYNGSBOROUGH,MIDDLESEX,1879,1003,9786497361,CE,NC,0,M,25,17,2001
MA,MA0299,2,TYRINGHAM,TYRINGHAM FREE PUBLIC LIBRARY,118 MAIN ROAD,TYRINGHAM,BERKSHIRE,1264,9700,M,CE,NO,0,M,25,3,2001
MA,MA0300,2,UPTON,UPTON TOWN LIBRARY,MAIN STREET,UPTON,WORCESTER,1568,1608,5085296272,CE,NC,0,M,25,27,2001
MA,MA0301,2,UXBRIDGE,UXBRIDGE FREE PUBLIC LIBRARY,15 NORTH MAIN ST.,UXBRIDGE,WORCESTER,1569,1822,5082788624,CE,NC,0,M,25,27,2001
MA,MA0302,2,WAKEFIELD,LUCIUS BEEBE MEMORIAL LIBRARY,345 MAIN STREET,WAKEFIELD,MIDDLESEX,1880,5093,7812466334,CE,NC,0,M,25,17,2001
MA,MA0303,2,WALES,WALES PUBLIC LIBRARY,101 MAIN STREET,WALES,HAMPDEN,1081,9777,4132459072,CE,NO,0,M,25,13,2001
MA,MA0304,2,WALPOLE,WALPOLE PUBLIC LIBRARY,65 COMMON ST.,WALPOLE,NORFOLK,2081,2804,5086607340,CE,NC,0,M,25,21,2001
MA,MA0305,2,WALTHAM,WALTHAM PUBLIC LIBRARY,735 MAIN ST.,WALTHAM,MIDDLESEX,2451,698,7818931750,CE,NC,0,M,25,17,2001
MA,MA0306,2,WARE,YOUNG MEN'S LIBRARY ASSOCIATION,37 MAIN ST.,WARE,HAMPSHIRE,1082,1317,4139675491,CE,NO,0,M,25,15,2001
MA,MA0307,2,WAREHAM,WAREHAM FREE LIBRARY,59 MARION ROAD,WAREHAM,PLYMOUTH,2571,1448,5082952343,CE,NO,0,M,25,23,2001
MA,MA0308,2,WARREN-PUBLIC,WARREN PUBLIC LIBRARY,934 MAIN ST.,WARREN,WORCESTER,1083,937,4134367690,CE,NO,0,M,25,27,2001
MA,MA0309,2,WARWICK,WARWICK FREE PUBLIC LIBRARY,4 HOTEL ROAD,WARWICK,FRANKLIN,1378,9311,9785447866,CE,NO,0,M,25,11,2001
MA,MA0310,2,WATERTOWN,WATERTOWN FREE PUBLIC LIBRARY,123 MAIN ST.,WATERTOWN,MIDDLESEX,2472,4478,6179726431,CE,NC,0,M,25,17,2001
MA,MA0310,3,WATERTOWN-BR1,NORTH BRANCH LIBRARY,265 ORCHARD STREET,WATERTOWN,MIDDLESEX,2472,1821,6179726442,BR,NC,0,M,25,17,2001
MA,MA0310,4,WATERTOWN-BR2,EAST BRANCH LIBRARY,481 MT. AUBURN STREET,WATERTOWN,MIDDLESEX,2472,4117,6179726441,BR,NC,0,M,25,17,2001
MA,MA0311,2,WAYLAND,WAYLAND FREE PUBLIC LIBRARY,5 CONCORD RD.,WAYLAND,MIDDLESEX,1778,1999,5083582311,CE,NC,0,M,25,17,2001
MA,MA0312,2,WEBSTER,CHESTER C. CORBIN PUBLIC LIBRARY,2 LAKE ST.,WEBSTER,WORCESTER,1570,2699,5089493880,CE,NC,0,M,25,27,2001
MA,MA0313,2,WELLESLEY,WELLESLEY FREE LIBRARY,530 WASHINGTON ST.,WELLESLEY,NORFOLK,2482,5989,7812351610,CE,NC,0,M,25,21,2001
MA,MA0313,3,WELLESLEY-BR1,HILLS BRANCH LIBRARY,210 WASHINGTON STREET,WELLESLEY,NORFOLK,2481,3118,7812370485,BR,NC,0,M,25,21,2001
MA,MA0313,4,WELLESLEY-BR2,FELLS BRANCH LIBRARY,308 WESTON ROAD,WELLESLEY,NORFOLK,2482,4544,7812370485,BR,NC,0,M,25,21,2001
MA,MA0314,2,WELLFLEET,WELLFLEET PUBLIC LIBRARY,55 WEST MAIN STREET,WELLFLEET,BARNSTABLE,2667,7300,5083490310,CE,NO,0,M,25,1,2001
MA,MA0315,2,WENDELL,WENDELL FREE LIBRARY,2 LOCKESVILLAGE RD.,WENDELL,FRANKLIN,1379,9701,9785443559,CE,NO,0,M,25,11,2001
MA,MA0316,2,WENHAM,WENHAM PUBLIC LIBRARY,138 MAIN ST.,WENHAM,ESSEX,1984,1598,9784685527,CE,NC,0,M,25,9,2001
MA,MA0317,2,WEST BOYLSTON,BEAMAN MEMORIAL PUBLIC LIBRARY,8 NEWTON ST.,WEST BOYLSTON,WORCESTER,1583,1695,5088353711,CE,NC,0,M,25,27,2001
